id,cond,gender,dv0,dv1,l1_proficiency,l2_proficiency,U,D
63,L2,2,1,.30000001,6,7,.69999999,1
64,L2,2,.55555558,.66666669,5.75,6.75,-.1111111,.60000002
65,L2,2,1,1,6,7,0,1
66,L2,1,1,.5,5,6.75,.5,1
67,L2,1,.80000001,.60000002,6.75,7,.19999999,.75
68,L2,2,1,.89999998,6.25,7,.10000002,1
69,L2,2,.60000002,.60000002,6,7,0,.60000002
70,L2,2,1,.40000001,4.75,6.5,.60000002,1.0000001
71,L2,2,.60000002,.30000001,5.5,7,.30000001,.42857146
72,L2,1,.69999999,.5,6.75,7,.19999999,.625
73,L2,1,1,.1,5,7,.89999998,.99999976
74,L2,2,.80000001,.1,6.25,7,.69999999,.33333331
75,L2,2,.89999998,.2,5.25,7,.69999999,.66666663
76,L2,2,1,.69999999,6.5,7,.30000001,1
77,L2,2,1,.80000001,4,7,.19999999,1
78,L2,2,1,.80000001,5.5,7,.19999999,1
79,L2,1,.89999998,.60000002,5.5,7,.29999995,.85714281
80,L2,1,.89999998,.40000001,5.5,7,.49999997,.79999995
81,L2,2,.69999999,.60000002,5.5,7,.099999964,.66666669
82,L2,1,.89999998,.69999999,5.75,7,.19999999,.875
83,L2,2,.89999998,.89999998,5.75,7,0,.89999998
84,L2,2,.80000001,.80000001,3.75,7,0,.80000001
85,L2,2,.60000002,.2,5,7,.40000004,.33333337
86,L2,1,1,.75,6,7,.25,1
87,L2,1,.80000001,.30000001,4.25,6.75,.5,.60000002
88,L2,1,.80000001,0,6.5,7,.80000001,0
89,L2,2,.89999998,.89999998,4.75,6.5,0,.89999998
90,L2,1,.80000001,.69999999,3.5,7,.10000002,.77777779
91,L2,2,.8888889,1,4.75,6.75,-.1111111,.89999998
92,L2,2,.89999998,.80000001,6,6.75,.099999964,.8888889
93,L2,1,.89999998,.60000002,5.75,7,.29999995,.85714281
94,L2,2,.89999998,.5,6.25,7,.39999998,.83333331
95,L2,1,1,.89999998,4,7,.10000002,1
96,L2,1,1,.69999999,6,7,.30000001,1
97,L1,2,.89999998,.40000001,6,7,.49999997,.79999995
98,L1,2,.80000001,.60000002,5.25,7,.19999999,.75
99,L1,2,.80000001,0,6.75,7,.80000001,0
100,L1,1,1,.89999998,4,7,.10000002,1
101,L1,2,.89999998,.30000001,5.5,6.75,.59999996,.74999994
102,L1,1,.89999998,0,6,7,.89999998,0
103,L1,2,.89999998,.40000001,5.5,7,.49999997,.79999995
104,L1,1,1,.40000001,5,6.75,.60000002,1.0000001
105,L1,2,.80000001,.5,6,7,.30000001,.71428573
106,L1,2,.89999998,.1,4.75,7,.79999995,.49999988
107,L1,1,1,.40000001,5.5,7,.60000002,1.0000001
108,L1,2,.5,.5,6,7,0,.5
109,L1,2,.89999998,.5,6,7,.39999998,.83333331
110,L1,1,.80000001,.60000002,6,7,.19999999,.75
111,L1,1,.89999998,.1,6,7,.79999995,.49999988
112,L1,2,.89999998,.60000002,5.5,7,.29999995,.85714281
113,L1,2,1,.5,5,7,.5,1
114,L1,2,.89999998,.5,6,6.5,.39999998,.83333331
115,L1,2,1,.69999999,5.25,7,.30000001,1
116,L1,2,.89999998,.89999998,4,7,0,.89999998
117,L1,2,1,.5,5.75,7,.5,1
118,L1,1,0,0,7,7,0,0
119,L1,1,1,.80000001,7,7,.19999999,1
120,L1,2,.80000001,.5,5,6.5,.30000001,.71428573
121,L1,2,.89999998,.69999999,4.75,7,.19999999,.875
122,L1,1,1,.5,6.25,7,.5,1
123,L1,1,1,.60000002,5.25,7,.39999998,1
124,L1,2,.89999998,.60000002,4.25,7,.29999995,.85714281
125,L1,2,.89999998,.60000002,6,7,.29999995,.85714281
126,L1,1,.69999999,.60000002,5,7,.099999964,.66666669
127,L1,2,1,.60000002,5,7,.39999998,1
128,L1,2,.5,.40000001,4,7,.099999994,.44444445
129,L1,2,1,.69999999,6,7,.30000001,1
130,L1,1,.80000001,.5,4.5,7,.30000001,.71428573
131,L1,2,1,.2,4.75,7,.80000001,1.0000001
132,L1,2,.80000001,.60000002,5,7,.19999999,.75
133,L1,1,1,.2,5.5,6.5,.80000001,1.0000001
134,L1,2,1,.80000001,4,7,.19999999,1
135,L1,2,1,.89999998,5,7,.10000002,1
136,L1,1,.89999998,.40000001,5.25,7,.49999997,.79999995
137,L1,1,1,.80000001,5.25,7,.19999999,1
138,L1,2,.69999999,.80000001,5.75,6.75,-.10000002,.72727275
139,L1,2,1,.60000002,5.75,7,.39999998,1
140,L1,1,1,.69999999,5.5,6.5,.30000001,1
141,L1,1,1,.2,5.5,7,.80000001,1.0000001
142,L1,2,.60000002,0,6.25,7,.60000002,0
143,L1,1,.89999998,0,4.75,7,.89999998,0
144,L1,2,1,.40000001,3.5,7,.60000002,1.0000001
145,L1,2,.89999998,.69999999,5.5,7,.19999999,.875
146,L1,2,.60000002,.69999999,5.5,7,-.099999964,.63636363
147,L1,2,.89999998,.60000002,6.25,6.75,.29999995,.85714281
148,L1,1,1,.60000002,4,7,.39999998,1
149,L1,2,.80000001,.1,6,7,.69999999,.33333331
150,L1,1,1,.69999999,5.5,7,.30000001,1
151,L1,2,1,.69999999,6,7,.30000001,1
152,L1,1,.69999999,.2,5.5,7,.5,.40000001
153,L1,2,1,.60000002,5,7,.39999998,1
154,L1,1,.5,.5,4,7,0,.5
155,L1,1,1,.69999999,5.5,7,.30000001,1
156,L1,1,.80000001,.40000001,6,7,.40000001,.66666669
157,L1,1,.60000002,.2,4.25,7,.40000004,.33333337
158,L1,2,1,1,5,7,0,1
159,L1,1,.60000002,.30000001,6,7,.30000001,.42857146
160,L1,2,.5,.30000001,7,7,.19999999,.375
161,L1,2,1,.60000002,4.75,7,.39999998,1
162,L1,2,.60000002,.5,4.75,7,.10000002,.55555558
163,L1,1,.89999998,.69999999,5.75,7,.19999999,.875
164,L1,1,.89999998,0,5.5,7,.89999998,0
165,L1,2,.80000001,.60000002,5.75,7,.19999999,.75
166,L1,2,1,.80000001,6,7,.19999999,1
167,L1,2,1,.80000001,5,7,.19999999,1
168,L1,1,.89999998,.60000002,4,6,.29999995,.85714281
169,L1,1,.89999998,.60000002,6,7,.29999995,.85714281
170,L1,1,.40000001,.30000001,6,7,.099999994,.33333334
171,L1,2,.89999998,.5,5.25,7,.39999998,.83333331
172,L1,2,.69999999,.5,6,7,.19999999,.625
173,L1,2,.89999998,.80000001,6.25,7,.099999964,.8888889
174,L1,2,.89999998,.60000002,6.25,7,.29999995,.85714281
175,L1,1,1,.1,5.5,6.75,.89999998,.99999976
176,L1,2,.5,.40000001,4.5,7,.099999994,.44444445
177,L1,1,1,.30000001,5.25,6,.69999999,1
178,L1,1,.89999998,.80000001,4.5,7,.099999964,.8888889
179,L1,1,.80000001,.1,6,7,.69999999,.33333331
180,L1,2,1,.80000001,4.75,7,.19999999,1
181,L1,1,1,.5,6,7,.5,1
182,L1,1,.89999998,.60000002,5.25,7,.29999995,.85714281
183,L1,1,.89999998,.69999999,5,7,.19999999,.875
184,L1,2,1,.69999999,4.25,7,.30000001,1
185,L1,2,.80000001,.69999999,3,7,.10000002,.77777779
186,L1,1,1,.60000002,5.25,7,.39999998,1
187,L1,1,.89999998,.40000001,5.5,7,.49999997,.79999995
188,L1,1,.89999998,.1,3.5,7,.79999995,.49999988
189,L1,2,.80000001,0,5.25,7,.80000001,0
190,L1,2,.89999998,.40000001,5.5,7,.49999997,.79999995
191,L1,1,1,.89999998,4.25,7,.10000002,1
192,L1,1,1,.89999998,6.75,7,.10000002,1
193,L1,2,1,.40000001,5.5,7,.60000002,1.0000001
194,L1,1,.80000001,.2,4.5,7,.60000002,.50000006
195,L1,1,.80000001,.2,5,6.75,.60000002,.50000006
